date_format,epoch_format,zigduino-1:temperature,zigduino-1:humidity,zigduino-2:temperature,zigduino-2:humidity,zigduino-3:temperature,zigduino-3:humidity
2021-08-06 11:00:00,1628247600000.0,26.06610130051435,1.0002607562939845,24.64863516481397,0.9986996099023422,23.855843885842855,15.51909096210034
2021-08-06 12:00:00,1628251200000.0,26.067192774540235,1.0135126051932823,24.5374331173884,1.002882037351742,23.833310401471625,15.265884774939304
2021-08-06 13:00:00,1628254800000.0,26.04647146292753,1.005278255946494,24.478346644058927,1.005406178632065,23.935786555145413,15.056362621982608
2021-08-06 14:00:00,1628258400000.0,26.32878123870727,1.0086831513143188,24.457682273079723,1.0014330753028888,23.967020088941894,14.63561799323145
2021-08-06 15:00:00,1628262000000.0,26.346103534261008,1.002876042612572,24.338352674461273,1.010872059570635,23.997173724062336,13.763855502171825
2021-08-06 16:00:00,1628265600000.0,26.36462992043915,1.0020138090015556,24.312205714599468,1.0147446932776591,24.04464850843038,13.466283993057404
2021-08-06 17:00:00,1628269200000.0,26.31063878783006,1.0104657850769692,24.172641496918295,1.0580200869691594,23.998050464949475,13.486439253212115
2021-08-06 18:00:00,1628272800000.0,26.198302426895648,1.008748201599224,23.83427940615962,1.01078600131672,24.042857170652127,13.555220953842312
2021-08-06 19:00:00,1628276400000.0,26.12295740367834,1.0221518990128238,23.74892598320456,1.0021807748113507,24.04417670573302,13.85513472625461
2021-08-06 20:00:00,1628280000000.0,26.0958180826714,1.0099137932447524,23.382477472872523,0.9996558645366768,23.966274650930366,14.255577826930692
2021-08-06 21:00:00,1628283600000.0,25.990911641971095,1.0142651711699604,23.35847383602526,1.0009750500855557,23.95788567928383,15.041066841714049
2021-08-06 22:00:00,1628287200000.0,25.88564515020591,1.0325661684687584,23.175144046647677,1.0388633758770611,23.853256262802496,15.535753241091582
2021-08-06 23:00:00,1628290800000.0,25.85819303803735,1.021126760726141,22.991824490956994,1.0025243833062638,23.84686061439164,15.774483861999775
2021-08-07 00:00:00,1628294400000.0,25.697525408079297,1.0022733811980529,22.960143215447623,1.0154662842174171,23.71796320582736,15.95078899898009
2021-08-07 01:00:00,1628298000000.0,25.70866436538301,1.0058721933614678,22.82844368653237,1.0014925372159167,23.687805527149347,16.064189750255437
2021-08-07 02:00:00,1628301600000.0,25.736751966838597,1.0037974683895827,22.88297371910826,1.0026965000449208,23.661776934419635,16.20797516762082
2021-08-07 03:00:00,1628305200000.0,25.677186322843248,1.028567319210743,22.795239133208536,1.039489533191326,23.61569782243956,16.219553036974112
2021-08-07 04:00:00,1628308800000.0,25.574086572714567,1.0031061259183796,22.858404383875484,1.0262191628399282,23.53900207473584,16.25930581285648
2021-08-07 05:00:00,1628312400000.0,25.65117846089166,1.0080506039109636,22.806163660430034,1.0137041286744792,23.50008603362118,16.384943687782474
2021-08-07 06:00:00,1628316000000.0,25.62085095444801,1.0335921776519275,23.080986704496794,1.00120447367934,23.486353175355752,16.4906823837429
2021-08-07 07:00:00,1628319600000.0,25.578004367054024,1.001150086273607,23.713077052329446,1.0129624321129453,23.460217666407306,16.831499031670422
2021-08-07 08:00:00,1628323200000.0,25.709490946664666,1.0028472821714893,23.969219622499836,1.008318990268074,23.41350310658096,17.303525974991125
2021-08-07 09:00:00,1628326800000.0,25.701265465914947,1.006269772877493,23.737841812628268,1.0089475193157351,23.506240492364967,17.38427980918687
2021-08-07 10:00:00,1628330400000.0,25.690422785223852,1.0053781995982112,23.558778342609767,1.0069707402306525,23.41892713115179,17.829509744406224
2021-08-07 11:00:00,1628334000000.0,25.63073377348536,1.0060719423199729,23.3241171772545,1.0109899571328458,23.36870302308652,18.44652886480965
2021-08-07 12:00:00,1628337600000.0,25.71289914941897,1.0351830668559883,23.217385869262834,0.9985453508543547,23.419817132354293,18.923324713314024
2021-08-07 13:00:00,1628341200000.0,25.553327290338622,1.0254318892905139,23.02489540651672,0.9989550974418874,23.419013788039102,19.27523975706181
2021-08-07 14:00:00,1628344800000.0,25.56016595882572,1.0024089475039735,23.04446678990666,1.026251072636631,23.35308734150931,19.387989399260647
2021-08-07 15:00:00,1628348400000.0,25.55314877213573,1.0038826575190438,22.98609499975082,1.002121559545022,23.29260247398954,19.279386461054514
2021-08-07 16:00:00,1628352000000.0,25.6044585210956,1.008256616904663,23.07110611948681,0.9991109836894665,23.286545640767066,19.06615058786214
2021-08-07 17:00:00,1628355600000.0,25.501696782501714,1.0065017262145757,23.088353658775727,1.0427710850238459,23.24859544115329,19.364506979327683
2021-08-07 18:00:00,1628359200000.0,25.454672906122436,1.0008628128339137,22.954876708437073,1.0004591103905072,23.33413615913413,19.542197571085296
2021-08-07 19:00:00,1628362800000.0,25.580744144043635,1.011849295541854,22.719219872545253,1.000344233985988,23.239001959211887,19.253943161872797
2021-08-07 20:00:00,1628366400000.0,25.456803739962563,1.0240218645761217,22.57248230035199,1.0233572455697628,23.299154155772783,18.9848250136318
2021-08-07 21:00:00,1628370000000.0,25.292927692648046,0.9999424957377325,22.544909499666847,1.0376936321713701,23.276161445390194,18.76889329437816
2021-08-07 22:00:00,1628373600000.0,25.26827781941653,1.0267759564710068,22.38735263902135,0.9986234585654951,23.167135825019052,18.70837390966391
2021-08-07 23:00:00,1628377200000.0,25.27841864096331,1.0045770567950825,22.315481688919817,0.9993067591099778,23.179804140899403,18.40673223295435
2021-08-08 00:00:00,1628380800000.0,25.11788682967741,1.0113695090636077,22.258997028809905,0.9998567334816586,23.112657950642728,18.019816804724186
